alphabet,dim,size,querytype,method,k,ns
permutation,3600,200,hit,prefix,32,559.4
permutation,3600,200,hit,prefix,64,673.5
permutation,3600,200,hit,prefix,3600,22493.8
permutation,3600,200,mix,scan,0,1063.9
permutation,3600,200,mix,prefix,1,1194.4
permutation,3600,200,mix,prefix,2,1148.3
permutation,3600,200,mix,prefix,4,1073.6
permutation,3600,200,mix,prefix,8,906.3
permutation,3600,200,mix,prefix,16,677.8
permutation,3600,200,mix,prefix,32,513.9
permutation,3600,200,mix,prefix,64,543.3
permutation,3600,200,mix,prefix,3600,18973.3
permutation,3600,300,miss,scan,0,2167.5
permutation,3600,300,miss,prefix,1,2418.0
permutation,3600,300,miss,prefix,2,2272.2
permutation,3600,300,miss,prefix,4,2187.4
permutation,3600,300,miss,prefix,8,1746.5
permutation,3600,300,miss,prefix,16,1248.0
permutation,3600,300,miss,prefix,32,710.3
permutation,3600,300,miss,prefix,64,472.7
permutation,3600,300,miss,prefix,3600,17853.4
permutation,3600,300,hit,scan,0,1190.5
permutation,3600,300,hit,prefix,1,1357.0
permutation,3600,300,hit,prefix,2,1272.3
permutation,3600,300,hit,prefix,4,1227.6
permutation,3600,300,hit,prefix,8,1048.1
permutation,3600,300,hit,prefix,16,870.0
permutation,3600,300,hit,prefix,32,650.4
permutation,3600,300,hit,prefix,64,637.9
permutation,3600,300,hit,prefix,3600,20765.4
permutation,3600,300,mix,scan,0,1645.8
permutation,3600,300,mix,prefix,1,1841.2
permutation,3600,300,mix,prefix,2,1773.1
permutation,3600,300,mix,prefix,4,1659.3
permutation,3600,300,mix,prefix,8,1425.8
permutation,3600,300,mix,prefix,16,1135.4
permutation,3600,300,mix,prefix,32,675.6
permutation,3600,300,mix,prefix,64,554.4
permutation,3600,300,mix,prefix,3600,19166.7
permutation,3600,389,miss,scan,0,2984.1
permutation,3600,389,miss,prefix,1,3234.9
permutation,3600,389,miss,prefix,2,3063.8
permutation,3600,389,miss,prefix,4,2894.4
permutation,3600,389,miss,prefix,8,2465.4
permutation,3600,389,miss,prefix,16,1853.9
permutation,3600,389,miss,prefix,32,874.8
permutation,3600,389,miss,prefix,64,504.3
permutation,3600,389,miss,prefix,3600,17946.6
permutation,3600,389,hit,scan,0,1529.3
permutation,3600,389,hit,prefix,1,1669.4
permutation,3600,389,hit,prefix,2,1563.9
permutation,3600,389,hit,prefix,4,1477.2
permutation,3600,389,hit,prefix,8,1299.5
permutation,3600,389,hit,prefix,16,1054.1
permutation,3600,389,hit,prefix,32,718.9
permutation,3600,389,hit,prefix,64,654.8
permutation,3600,389,hit,prefix,3600,20873.4
permutation,3600,389,mix,scan,0,2278.6
permutation,3600,389,mix,prefix,1,2522.5
permutation,3600,389,mix,prefix,2,2400.8
permutation,3600,389,mix,prefix,4,2247.1
permutation,3600,389,mix,prefix,8,1955.0
permutation,3600,389,mix,prefix,16,1476.1
permutation,3600,389,mix,prefix,32,787.6
permutation,3600,389,mix,prefix,64,594.0
permutation,3600,389,mix,prefix,3600,19809.8
permutation,3600,500,miss,scan,0,3994.6
permutation,3600,500,miss,prefix,1,4260.7
permutation,3600,500,miss,prefix,2,3981.8
permutation,3600,500,miss,prefix,4,3823.7
permutation,3600,500,miss,prefix,8,3267.3
permutation,3600,500,miss,prefix,16,2477.9
permutation,3600,500,miss,prefix,32,1061.2
permutation,3600,500,miss,prefix,64,518.4
permutation,3600,500,miss,prefix,3600,18094.8
permutation,3600,500,hit,scan,0,2063.7
permutation,3600,500,hit,prefix,1,2162.2
permutation,3600,500,hit,prefix,2,2050.0
permutation,3600,500,hit,prefix,4,1897.5
permutation,3600,500,hit,prefix,8,1659.9
permutation,3600,500,hit,prefix,16,1313.1
permutation,3600,500,hit,prefix,32,828.8
permutation,3600,500,hit,prefix,64,665.2
permutation,3600,500,hit,prefix,3600,20705.7
permutation,3600,500,mix,scan,0,3241.1
permutation,3600,500,mix,prefix,1,3446.9
permutation,3600,500,mix,prefix,2,3297.6
permutation,3600,500,mix,prefix,4,3145.9
permutation,3600,500,mix,prefix,8,2724.2
permutation,3600,500,mix,prefix,16,2207.7
permutation,3600,500,mix,prefix,32,1078.2
permutation,3600,500,mix,prefix,64,597.5
permutation,3600,500,mix,prefix,3600,19178.8
permutation,3600,750,miss,scan,0,6568.3
permutation,3600,750,miss,prefix,1,6882.2
permutation,3600,750,miss,prefix,2,6648.0
permutation,3600,750,miss,prefix,4,6332.6
permutation,3600,750,miss,prefix,8,5439.3
permutation,3600,750,miss,prefix,16,4021.1
permutation,3600,750,miss,prefix,32,1773.7
permutation,3600,750,miss,prefix,64,596.3
permutation,3600,750,miss,prefix,3600,17891.9
permutation,3600,750,hit,scan,0,3079.6
permutation,3600,750,hit,prefix,1,3333.7
permutation,3600,750,hit,prefix,2,3236.2
permutation,3600,750,hit,prefix,4,3082.3
permutation,3600,750,hit,prefix,8,2539.5
permutation,3600,750,hit,prefix,16,1941.8
permutation,3600,750,hit,prefix,32,1126.6
permutation,3600,750,hit,prefix,64,694.2
permutation,3600,750,hit,prefix,3600,20805.8
permutation,3600,750,mix,scan,0,5031.3
permutation,3600,750,mix,prefix,1,5253.9
permutation,3600,750,mix,prefix,2,5263.5
permutation,3600,750,mix,prefix,4,4933.2
permutation,3600,750,mix,prefix,8,4150.9
permutation,3600,750,mix,prefix,16,2998.9
permutation,3600,750,mix,prefix,32,1419.9
permutation,3600,750,mix,prefix,64,667.5
permutation,3600,750,mix,prefix,3600,19441.8
permutation,3600,1000,miss,scan,0,10107.8
permutation,3600,1000,miss,prefix,1,10490.6
permutation,3600,1000,miss,prefix,2,10287.2
permutation,3600,1000,miss,prefix,4,9600.4
permutation,3600,1000,miss,prefix,8,7946.1
permutation,3600,1000,miss,prefix,16,5602.3
permutation,3600,1000,miss,prefix,32,2651.5
permutation,3600,1000,miss,prefix,64,675.6
permutation,3600,1000,miss,prefix,3600,17894.1
permutation,3600,1000,hit,scan,0,5070.3
permutation,3600,1000,hit,prefix,1,5220.5
permutation,3600,1000,hit,prefix,2,5019.6
permutation,3600,1000,hit,prefix,4,4775.0
permutation,3600,1000,hit,prefix,8,3949.9
permutation,3600,1000,hit,prefix,16,2702.4
permutation,3600,1000,hit,prefix,32,1419.4
permutation,3600,1000,hit,prefix,64,765.2
permutation,3600,1000,hit,prefix,3600,20741.3
permutation,3600,1000,mix,scan,0,7262.4
permutation,3600,1000,mix,prefix,1,7710.2
permutation,3600,1000,mix,prefix,2,7352.6
permutation,3600,1000,mix,prefix,4,6943.9
permutation,3600,1000,mix,prefix,8,5968.7
permutation,3600,1000,mix,prefix,16,4315.6
permutation,3600,1000,mix,prefix,32,2210.5
permutation,3600,1000,mix,prefix,64,737.0
permutation,3600,1000,mix,prefix,3600,19504.5
permutation,3600,1500,miss,scan,0,23599.4
permutation,3600,1500,miss,prefix,1,22032.3
permutation,3600,1500,miss,prefix,2,19764.4
permutation,3600,1500,miss,prefix,4,18974.7
permutation,3600,1500,miss,prefix,8,15023.2
permutation,3600,1500,miss,prefix,16,10472.3
permutation,3600,1500,miss,prefix,32,4141.0
permutation,3600,1500,miss,prefix,64,921.1
permutation,3600,1500,miss,prefix,3600,17885.4
permutation,3600,1500,hit,scan,0,8501.1
permutation,3600,1500,hit,prefix,1,8679.5
permutation,3600,1500,hit,prefix,2,8357.2
permutation,3600,1500,hit,prefix,4,7991.9
permutation,3600,1500,hit,prefix,8,6363.4
permutation,3600,1500,hit,prefix,16,4425.3
permutation,3600,1500,hit,prefix,32,2132.8
permutation,3600,1500,hit,prefix,64,862.9
permutation,3600,1500,hit,prefix,3600,20793.1
permutation,3600,1500,mix,scan,0,16355.8
permutation,3600,1500,mix,prefix,1,15149.5
permutation,3600,1500,mix,prefix,2,13967.4
permutation,3600,1500,mix,prefix,4,13187.9
permutation,3600,1500,mix,prefix,8,10479.9
permutation,3600,1500,mix,prefix,16,7045.8
permutation,3600,1500,mix,prefix,32,3237.6
permutation,3600,1500,mix,prefix,64,888.7
permutation,3600,1500,mix,prefix,3600,19476.4
permutation,3600,2000,miss,scan,0,33746.4
permutation,3600,2000,miss,prefix,1,29903.3
permutation,3600,2000,miss,prefix,2,29032.9
permutation,3600,2000,miss,prefix,4,27033.3
permutation,3600,2000,miss,prefix,8,20939.0
permutation,3600,2000,miss,prefix,16,14994.3
permutation,3600,2000,miss,prefix,32,5689.3
permutation,3600,2000,miss,prefix,64,1123.3
permutation,3600,2000,miss,prefix,3600,17839.0
permutation,3600,2000,hit,scan,0,14842.0
permutation,3600,2000,hit,prefix,1,14037.2
permutation,3600,2000,hit,prefix,2,13542.2
permutation,3600,2000,hit,prefix,4,12803.1
permutation,3600,2000,hit,prefix,8,10766.5
permutation,3600,2000,hit,prefix,16,7675.8
permutation,3600,2000,hit,prefix,32,3354.9
permutation,3600,2000,hit,prefix,64,974.4
permutation,3600,2000,hit,prefix,3600,20680.2
permutation,3600,2000,mix,scan,0,26263.7
permutation,3600,2000,mix,prefix,1,23326.6
permutation,3600,2000,mix,prefix,2,22907.5
permutation,3600,2000,mix,prefix,4,22007.8
permutation,3600,2000,mix,prefix,8,18578.8
permutation,3600,2000,mix,prefix,16,12552.5
permutation,3600,2000,mix,prefix,32,5041.4
permutation,3600,2000,mix,prefix,64,1070.4
permutation,3600,2000,mix,prefix,3600,19612.1
box,625,1,miss,scan,0,3.2
box,625,1,miss,prefix,1,23.0
box,625,1,miss,prefix,2,28.3
box,625,1,miss,prefix,4,32.9
box,625,1,miss,prefix,8,73.5
box,625,1,miss,prefix,16,114.9
box,625,1,miss,prefix,32,188.7
box,625,1,miss,prefix,64,193.3
box,625,1,miss,prefix,625,1771.4
box,625,1,hit,scan,0,302.6
box,625,1,hit,prefix,1,327.5
box,625,1,hit,prefix,2,331.0
box,625,1,hit,prefix,4,334.9
box,625,1,hit,prefix,8,348.0
box,625,1,hit,prefix,16,379.8
box,625,1,hit,prefix,32,429.5
box,625,1,hit,prefix,64,545.2
box,625,1,hit,prefix,625,2485.0
box,625,1,mix,scan,0,171.9
box,625,1,mix,prefix,1,192.4
box,625,1,mix,prefix,2,196.9
box,625,1,mix,prefix,4,202.2
box,625,1,mix,prefix,8,213.9
box,625,1,mix,prefix,16,237.5
box,625,1,mix,prefix,32,284.8
box,625,1,mix,prefix,64,382.9
box,625,1,mix,prefix,625,2193.8
box,625,2,miss,scan,0,4.6
box,625,2,miss,prefix,1,25.1
box,625,2,miss,prefix,2,29.2
box,625,2,miss,prefix,4,34.2
box,625,2,miss,prefix,8,74.3
box,625,2,miss,prefix,16,116.7
box,625,2,miss,prefix,32,191.2
box,625,2,miss,prefix,64,191.9
box,625,2,miss,prefix,625,1774.5
box,625,2,hit,scan,0,309.5
box,625,2,hit,prefix,1,334.3
box,625,2,hit,prefix,2,336.3
box,625,2,hit,prefix,4,338.3
box,625,2,hit,prefix,8,351.0
box,625,2,hit,prefix,16,383.9
box,625,2,hit,prefix,32,436.5
box,625,2,hit,prefix,64,548.9
box,625,2,hit,prefix,625,2505.5
box,625,2,mix,scan,0,168.4
box,625,2,mix,prefix,1,187.2
box,625,2,mix,prefix,2,191.8
box,625,2,mix,prefix,4,196.3
box,625,2,mix,prefix,8,207.6
box,625,2,mix,prefix,16,233.2
box,625,2,mix,prefix,32,279.3
box,625,2,mix,prefix,64,383.2
box,625,2,mix,prefix,625,2176.4
box,625,5,miss,scan,0,8.7
box,625,5,miss,prefix,1,26.4
box,625,5,miss,prefix,2,27.5
box,625,5,miss,prefix,4,34.4
box,625,5,miss,prefix,8,77.0
box,625,5,miss,prefix,16,118.8
box,625,5,miss,prefix,32,194.2
box,625,5,miss,prefix,64,194.7
box,625,5,miss,prefix,625,1810.4
box,625,5,hit,scan,0,310.9
box,625,5,hit,prefix,1,337.5
box,625,5,hit,prefix,2,339.6
box,625,5,hit,prefix,4,345.1
box,625,5,hit,prefix,8,353.5
box,625,5,hit,prefix,16,383.9
box,625,5,hit,prefix,32,437.1
box,625,5,hit,prefix,64,560.9
box,625,5,hit,prefix,625,2530.5
box,625,5,mix,scan,0,169.5
box,625,5,mix,prefix,1,181.9
box,625,5,mix,prefix,2,187.6
box,625,5,mix,prefix,4,193.5
box,625,5,mix,prefix,8,206.1
box,625,5,mix,prefix,16,231.6
box,625,5,mix,prefix,32,277.9
box,625,5,mix,prefix,64,379.2
box,625,5,mix,prefix,625,2185.5
box,625,10,miss,scan,0,15.3
box,625,10,miss,prefix,1,31.7
box,625,10,miss,prefix,2,31.4
box,625,10,miss,prefix,4,34.3
box,625,10,miss,prefix,8,77.5
box,625,10,miss,prefix,16,120.1
box,625,10,miss,prefix,32,195.9
box,625,10,miss,prefix,64,191.5
box,625,10,miss,prefix,625,1773.0
box,625,10,hit,scan,0,320.7
box,625,10,hit,prefix,1,345.5
box,625,10,hit,prefix,2,343.9
box,625,10,hit,prefix,4,347.9
box,625,10,hit,prefix,8,358.8
box,625,10,hit,prefix,16,389.8
box,625,10,hit,prefix,32,444.3
box,625,10,hit,prefix,64,553.0
box,625,10,hit,prefix,625,2505.6
box,625,10,mix,scan,0,174.3
box,625,10,mix,prefix,1,189.3
box,625,10,mix,prefix,2,189.2
box,625,10,mix,prefix,4,194.2
box,625,10,mix,prefix,8,206.7
box,625,10,mix,prefix,16,233.8
box,625,10,mix,prefix,32,279.8
box,625,10,mix,prefix,64,379.8
box,625,10,mix,prefix,625,2166.1
box,625,20,miss,scan,0,29.4
box,625,20,miss,prefix,1,42.0
box,625,20,miss,prefix,2,39.3
box,625,20,miss,prefix,4,37.8
box,625,20,miss,prefix,8,78.5
box,625,20,miss,prefix,16,120.8
box,625,20,miss,prefix,32,194.9
box,625,20,miss,prefix,64,195.2
box,625,20,miss,prefix,625,1792.7
box,625,20,hit,scan,0,329.4
box,625,20,hit,prefix,1,350.2
box,625,20,hit,prefix,2,351.3
box,625,20,hit,prefix,4,352.7
box,625,20,hit,prefix,8,358.9
box,625,20,hit,prefix,16,395.3
box,625,20,hit,prefix,32,446.3
box,625,20,hit,prefix,64,565.9
box,625,20,hit,prefix,625,2536.5
box,625,20,mix,scan,0,204.3
box,625,20,mix,prefix,1,214.3
box,625,20,mix,prefix,2,212.8
box,625,20,mix,prefix,4,215.7
box,625,20,mix,prefix,8,226.5
box,625,20,mix,prefix,16,255.9
box,625,20,mix,prefix,32,302.6
box,625,20,mix,prefix,64,402.9
box,625,20,mix,prefix,625,2223.7
box,625,50,miss,scan,0,77.9
box,625,50,miss,prefix,1,70.0
box,625,50,miss,prefix,2,56.2
box,625,50,miss,prefix,4,46.4
box,625,50,miss,prefix,8,75.2
box,625,50,miss,prefix,16,114.6
box,625,50,miss,prefix,32,194.6
box,625,50,miss,prefix,64,285.3
box,625,50,miss,prefix,625,1787.9
box,625,50,hit,scan,0,349.2
box,625,50,hit,prefix,1,369.4
box,625,50,hit,prefix,2,366.6
box,625,50,hit,prefix,4,365.1
box,625,50,hit,prefix,8,368.9
box,625,50,hit,prefix,16,396.0
box,625,50,hit,prefix,32,453.7
box,625,50,hit,prefix,64,570.9
box,625,50,hit,prefix,625,2520.1
box,625,50,mix,scan,0,236.7
box,625,50,mix,prefix,1,238.5
box,625,50,mix,prefix,2,225.2
box,625,50,mix,prefix,4,221.5
box,625,50,mix,prefix,8,227.5
box,625,50,mix,prefix,16,255.3
box,625,50,mix,prefix,32,300.1
box,625,50,mix,prefix,64,405.2
box,625,50,mix,prefix,625,2203.1
box,625,100,miss,scan,0,322.5
box,625,100,miss,prefix,1,177.3
box,625,100,miss,prefix,2,106.0
box,625,100,miss,prefix,4,61.9
box,625,100,miss,prefix,8,51.1
box,625,100,miss,prefix,16,75.3
box,625,100,miss,prefix,32,190.4
box,625,100,miss,prefix,64,282.0
box,625,100,miss,prefix,625,1822.1
box,625,100,hit,scan,0,410.2
box,625,100,hit,prefix,1,406.3
box,625,100,hit,prefix,2,390.4
box,625,100,hit,prefix,4,380.8
box,625,100,hit,prefix,8,374.0
box,625,100,hit,prefix,16,408.3
box,625,100,hit,prefix,32,468.4
box,625,100,hit,prefix,64,588.0
box,625,100,hit,prefix,625,2573.4
box,625,100,mix,scan,0,397.8
box,625,100,mix,prefix,1,297.4
box,625,100,mix,prefix,2,251.5
box,625,100,mix,prefix,4,219.0
box,625,100,mix,prefix,8,213.2
box,625,100,mix,prefix,16,239.9
box,625,100,mix,prefix,32,287.7
box,625,100,mix,prefix,64,386.8
box,625,100,mix,prefix,625,2199.5
box,625,158,miss,scan,0,808.8
box,625,158,miss,prefix,1,483.3
box,625,158,miss,prefix,2,266.2
box,625,158,miss,prefix,4,83.8
box,625,158,miss,prefix,8,52.4
box,625,158,miss,prefix,16,71.0
box,625,158,miss,prefix,32,191.7
box,625,158,miss,prefix,64,286.1
box,625,158,miss,prefix,625,1813.5
box,625,158,hit,scan,0,566.9
box,625,158,hit,prefix,1,453.9
box,625,158,hit,prefix,2,418.2
box,625,158,hit,prefix,4,395.6
box,625,158,hit,prefix,8,387.7
box,625,158,hit,prefix,16,412.7
box,625,158,hit,prefix,32,467.6
box,625,158,hit,prefix,64,589.4
box,625,158,hit,prefix,625,2557.4
box,625,158,mix,scan,0,702.2
box,625,158,mix,prefix,1,472.8
box,625,158,mix,prefix,2,338.6
box,625,158,mix,prefix,4,263.7
box,625,158,mix,prefix,8,245.3
box,625,158,mix,prefix,16,271.5
box,625,158,mix,prefix,32,322.8
box,625,158,mix,prefix,64,430.0
box,625,158,mix,prefix,625,2253.7
box,625,200,miss,scan,0,1172.7
box,625,200,miss,prefix,1,657.5
box,625,200,miss,prefix,2,387.4
box,625,200,miss,prefix,4,104.0
box,625,200,miss,prefix,8,53.5
box,625,200,miss,prefix,16,68.0
box,625,200,miss,prefix,32,187.3
box,625,200,miss,prefix,64,278.3
box,625,200,miss,prefix,625,1812.2
box,625,200,hit,scan,0,780.3
box,625,200,hit,prefix,1,534.2
box,625,200,hit,prefix,2,448.3
box,625,200,hit,prefix,4,405.6
box,625,200,hit,prefix,8,389.7
box,625,200,hit,prefix,16,415.3
box,625,200,hit,prefix,32,477.2
box,625,200,hit,prefix,64,594.6
box,625,200,hit,prefix,625,2524.4
box,625,200,mix,scan,0,1012.4
box,625,200,mix,prefix,1,638.5
box,625,200,mix,prefix,2,440.6
box,625,200,mix,prefix,4,278.4
box,625,200,mix,prefix,8,245.1
box,625,200,mix,prefix,16,263.0
box,625,200,mix,prefix,32,316.0
box,625,200,mix,prefix,64,424.0
box,625,200,mix,prefix,625,2241.0
box,625,300,miss,scan,0,2175.0
box,625,300,miss,prefix,1,1248.4
box,625,300,miss,prefix,2,704.2
box,625,300,miss,prefix,4,185.4
box,625,300,miss,prefix,8,60.8
box,625,300,miss,prefix,16,70.1
box,625,300,miss,prefix,32,111.9
box,625,300,miss,prefix,64,285.5
box,625,300,miss,prefix,625,1803.1
box,625,300,hit,scan,0,1297.5
box,625,300,hit,prefix,1,842.1
box,625,300,hit,prefix,2,572.4
box,625,300,hit,prefix,4,426.8
box,625,300,hit,prefix,8,396.0
box,625,300,hit,prefix,16,423.0
box,625,300,hit,prefix,32,481.3
box,625,300,hit,prefix,64,597.5
box,625,300,hit,prefix,625,2533.2
box,625,300,mix,scan,0,1616.0
box,625,300,mix,prefix,1,1012.4
box,625,300,mix,prefix,2,635.7
box,625,300,mix,prefix,4,325.8
box,625,300,mix,prefix,8,259.4
box,625,300,mix,prefix,16,275.2
box,625,300,mix,prefix,32,328.8
box,625,300,mix,prefix,64,433.9
box,625,300,mix,prefix,625,2261.5
box,625,389,miss,scan,0,3063.0
box,625,389,miss,prefix,1,1692.2
box,625,389,miss,prefix,2,976.5
box,625,389,miss,prefix,4,255.3
box,625,389,miss,prefix,8,65.7
box,625,389,miss,prefix,16,71.8
box,625,389,miss,prefix,32,113.4
box,625,389,miss,prefix,64,270.9
box,625,389,miss,prefix,625,1828.8
box,625,389,hit,scan,0,1746.2
box,625,389,hit,prefix,1,1088.9
box,625,389,hit,prefix,2,729.4
box,625,389,hit,prefix,4,452.5
box,625,389,hit,prefix,8,423.2
box,625,389,hit,prefix,16,426.8
box,625,389,hit,prefix,32,499.5
box,625,389,hit,prefix,64,608.2
box,625,389,hit,prefix,625,2582.8
box,625,389,mix,scan,0,2467.4
box,625,389,mix,prefix,1,1437.3
box,625,389,mix,prefix,2,896.3
box,625,389,mix,prefix,4,377.9
box,625,389,mix,prefix,8,244.3
box,625,389,mix,prefix,16,262.4
box,625,389,mix,prefix,32,316.1
box,625,389,mix,prefix,64,417.6
box,625,389,mix,prefix,625,2222.6
box,625,500,miss,scan,0,4206.7
box,625,500,miss,prefix,1,2344.6
box,625,500,miss,prefix,2,1283.3
box,625,500,miss,prefix,4,364.6
box,625,500,miss,prefix,8,69.1
box,625,500,miss,prefix,16,72.4
box,625,500,miss,prefix,32,114.4
box,625,500,miss,prefix,64,271.2
box,625,500,miss,prefix,625,1821.2
box,625,500,hit,scan,0,2392.3
box,625,500,hit,prefix,1,1445.7
box,625,500,hit,prefix,2,951.0
box,625,500,hit,prefix,4,514.4
box,625,500,hit,prefix,8,413.3
box,625,500,hit,prefix,16,432.6
box,625,500,hit,prefix,32,488.4
box,625,500,hit,prefix,64,615.7
box,625,500,hit,prefix,625,2591.9
box,625,500,mix,scan,0,3293.8
box,625,500,mix,prefix,1,1911.6
box,625,500,mix,prefix,2,1137.4
box,625,500,mix,prefix,4,440.9
box,625,500,mix,prefix,8,240.1
box,625,500,mix,prefix,16,247.1
box,625,500,mix,prefix,32,299.4
box,625,500,mix,prefix,64,405.6
box,625,500,mix,prefix,625,2192.4
box,625,750,miss,scan,0,7152.2
box,625,750,miss,prefix,1,3876.5
box,625,750,miss,prefix,2,2144.3
box,625,750,miss,prefix,4,598.3
box,625,750,miss,prefix,8,82.4
box,625,750,miss,prefix,16,68.4
box,625,750,miss,prefix,32,111.2
box,625,750,miss,prefix,64,273.7
box,625,750,miss,prefix,625,1818.0
box,625,750,hit,scan,0,3746.6
box,625,750,hit,prefix,1,2179.7
box,625,750,hit,prefix,2,1358.3
box,625,750,hit,prefix,4,626.2
box,625,750,hit,prefix,8,422.7
box,625,750,hit,prefix,16,436.6
box,625,750,hit,prefix,32,501.8
box,625,750,hit,prefix,64,618.7
box,625,750,hit,prefix,625,2598.6
box,625,750,mix,scan,0,5411.1
box,625,750,mix,prefix,1,3099.2
box,625,750,mix,prefix,2,1795.5
box,625,750,mix,prefix,4,631.0
box,625,750,mix,prefix,8,264.9
box,625,750,mix,prefix,16,261.0
box,625,750,mix,prefix,32,326.4
box,625,750,mix,prefix,64,423.4
box,625,750,mix,prefix,625,2258.1
box,625,1000,miss,scan,0,10221.1
box,625,1000,miss,prefix,1,5448.1
box,625,1000,miss,prefix,2,2978.1
box,625,1000,miss,prefix,4,838.5
box,625,1000,miss,prefix,8,94.6
box,625,1000,miss,prefix,16,70.9
box,625,1000,miss,prefix,32,111.9
box,625,1000,miss,prefix,64,273.2
box,625,1000,miss,prefix,625,1813.5
box,625,1000,hit,scan,0,5073.9
box,625,1000,hit,prefix,1,2946.7
box,625,1000,hit,prefix,2,1791.2
box,625,1000,hit,prefix,4,749.2
box,625,1000,hit,prefix,8,437.4
box,625,1000,hit,prefix,16,442.2
box,625,1000,hit,prefix,32,506.2
box,625,1000,hit,prefix,64,633.5
box,625,1000,hit,prefix,625,2566.7
box,625,1000,mix,scan,0,7660.8
box,625,1000,mix,prefix,1,4235.0
box,625,1000,mix,prefix,2,2389.7
box,625,1000,mix,prefix,4,817.8
box,625,1000,mix,prefix,8,264.5
box,625,1000,mix,prefix,16,247.1
box,625,1000,mix,prefix,32,301.9
box,625,1000,mix,prefix,64,408.6
box,625,1000,mix,prefix,625,2171.6
box,625,1500,miss,scan,0,16493.0
box,625,1500,miss,prefix,1,8676.3
box,625,1500,miss,prefix,2,4670.0
box,625,1500,miss,prefix,4,1337.8
box,625,1500,miss,prefix,8,123.0
box,625,1500,miss,prefix,16,70.6
box,625,1500,miss,prefix,32,114.6
box,625,1500,miss,prefix,64,281.4
box,625,1500,miss,prefix,625,1839.3
box,625,1500,hit,scan,0,7727.2
box,625,1500,hit,prefix,1,4359.4
box,625,1500,hit,prefix,2,2549.3
box,625,1500,hit,prefix,4,980.6
box,625,1500,hit,prefix,8,450.3
box,625,1500,hit,prefix,16,444.2
box,625,1500,hit,prefix,32,510.6
box,625,1500,hit,prefix,64,623.7
box,625,1500,hit,prefix,625,2587.2
box,625,1500,mix,scan,0,11066.3
box,625,1500,mix,prefix,1,6071.8
box,625,1500,mix,prefix,2,3440.1
box,625,1500,mix,prefix,4,1164.9
box,625,1500,mix,prefix,8,336.4
box,625,1500,mix,prefix,16,302.9
box,625,1500,mix,prefix,32,353.5
box,625,1500,mix,prefix,64,461.2
box,625,1500,mix,prefix,625,2304.3
box,625,2000,miss,scan,0,22932.1
box,625,2000,miss,prefix,1,12212.2
box,625,2000,miss,prefix,2,6715.6
box,625,2000,miss,prefix,4,1908.8
box,625,2000,miss,prefix,8,155.6
box,625,2000,miss,prefix,16,73.5
box,625,2000,miss,prefix,32,114.8
box,625,2000,miss,prefix,64,283.6
box,625,2000,miss,prefix,625,1817.0
box,625,2000,hit,scan,0,10936.1
box,625,2000,hit,prefix,1,6013.2
box,625,2000,hit,prefix,2,3481.7
box,625,2000,hit,prefix,4,1274.8
box,625,2000,hit,prefix,8,472.5
box,625,2000,hit,prefix,16,445.4
box,625,2000,hit,prefix,32,519.3
box,625,2000,hit,prefix,64,626.8
box,625,2000,hit,prefix,625,2631.3
box,625,2000,mix,scan,0,17087.2
box,625,2000,mix,prefix,1,9373.2
box,625,2000,mix,prefix,2,5162.9
box,625,2000,mix,prefix,4,1728.9
box,625,2000,mix,prefix,8,345.2
box,625,2000,mix,prefix,16,276.8
box,625,2000,mix,prefix,32,338.1
box,625,2000,mix,prefix,64,439.4
box,625,2000,mix,prefix,625,2267.5
box,3600,1,miss,scan,0,3.1
box,3600,1,miss,prefix,1,23.6
box,3600,1,miss,prefix,2,27.7
box,3600,1,miss,prefix,4,34.4
box,3600,1,miss,prefix,8,71.8
box,3600,1,miss,prefix,16,113.5
box,3600,1,miss,prefix,32,187.9
box,3600,1,miss,prefix,64,190.9
box,3600,1,miss,prefix,3600,10950.6
box,3600,1,hit,scan,0,1723.1
box,3600,1,hit,prefix,1,1752.8
box,3600,1,hit,prefix,2,1760.2
box,3600,1,hit,prefix,4,1755.1
box,3600,1,hit,prefix,8,1760.4
box,3600,1,hit,prefix,16,1796.0
box,3600,1,hit,prefix,32,1847.0
box,3600,1,hit,prefix,64,1978.1
box,3600,1,hit,prefix,3600,15048.2
box,3600,1,mix,scan,0,942.4
box,3600,1,mix,prefix,1,977.2
box,3600,1,mix,prefix,2,978.6
box,3600,1,mix,prefix,4,979.7
box,3600,1,mix,prefix,8,994.7
box,3600,1,mix,prefix,16,1026.9
box,3600,1,mix,prefix,32,1071.2
box,3600,1,mix,prefix,64,1179.8
box,3600,1,mix,prefix,3600,13169.1
box,3600,2,miss,scan,0,4.5
box,3600,2,miss,prefix,1,28.1
box,3600,2,miss,prefix,2,29.4
box,3600,2,miss,prefix,4,32.1
box,3600,2,miss,prefix,8,74.4
box,3600,2,miss,prefix,16,112.4
box,3600,2,miss,prefix,32,185.3
box,3600,2,miss,prefix,64,193.0
box,3600,2,miss,prefix,3600,10803.6
box,3600,2,hit,scan,0,1717.5
box,3600,2,hit,prefix,1,1757.2
box,3600,2,hit,prefix,2,1764.3
box,3600,2,hit,prefix,4,1764.4
box,3600,2,hit,prefix,8,1756.4
box,3600,2,hit,prefix,16,1820.4
box,3600,2,hit,prefix,32,1848.4
box,3600,2,hit,prefix,64,1978.1
box,3600,2,hit,prefix,3600,14936.9
box,3600,2,mix,scan,0,889.7
