alphabet,dim,size,querytype,method,k,ns
permutation,625,1,mix,prefix,2,77.4
permutation,625,1,mix,prefix,4,89.0
permutation,625,1,mix,prefix,8,100.9
permutation,625,1,mix,prefix,16,153.5
permutation,625,1,mix,prefix,32,235.9
permutation,625,1,mix,prefix,64,457.3
permutation,625,1,mix,prefix,625,3744.2
permutation,625,2,miss,scan,0,12.3
permutation,625,2,miss,prefix,1,41.0
permutation,625,2,miss,prefix,2,46.1
permutation,625,2,miss,prefix,4,59.3
permutation,625,2,miss,prefix,8,90.2
permutation,625,2,miss,prefix,16,160.8
permutation,625,2,miss,prefix,32,281.1
permutation,625,2,miss,prefix,64,393.2
permutation,625,2,miss,prefix,625,3607.9
permutation,625,2,hit,scan,0,86.8
permutation,625,2,hit,prefix,1,113.2
permutation,625,2,hit,prefix,2,117.1
permutation,625,2,hit,prefix,4,128.4
permutation,625,2,hit,prefix,8,136.5
permutation,625,2,hit,prefix,16,199.9
permutation,625,2,hit,prefix,32,290.4
permutation,625,2,hit,prefix,64,495.2
permutation,625,2,hit,prefix,625,3820.4
permutation,625,2,mix,scan,0,49.0
permutation,625,2,mix,prefix,1,76.5
permutation,625,2,mix,prefix,2,81.9
permutation,625,2,mix,prefix,4,93.7
permutation,625,2,mix,prefix,8,110.6
permutation,625,2,mix,prefix,16,156.4
permutation,625,2,mix,prefix,32,240.7
permutation,625,2,mix,prefix,64,462.6
permutation,625,2,mix,prefix,625,3798.9
permutation,625,5,miss,scan,0,27.0
permutation,625,5,miss,prefix,1,56.0
permutation,625,5,miss,prefix,2,60.4
permutation,625,5,miss,prefix,4,68.6
permutation,625,5,miss,prefix,8,80.8
permutation,625,5,miss,prefix,16,155.6
permutation,625,5,miss,prefix,32,287.6
permutation,625,5,miss,prefix,64,402.4
permutation,625,5,miss,prefix,625,3663.8
permutation,625,5,hit,scan,0,91.8
permutation,625,5,hit,prefix,1,121.0
permutation,625,5,hit,prefix,2,125.9
permutation,625,5,hit,prefix,4,137.9
permutation,625,5,hit,prefix,8,154.6
permutation,625,5,hit,prefix,16,205.7
permutation,625,5,hit,prefix,32,282.6
permutation,625,5,hit,prefix,64,509.5
permutation,625,5,hit,prefix,625,3937.1
permutation,625,5,mix,scan,0,58.8
permutation,625,5,mix,prefix,1,86.8
permutation,625,5,mix,prefix,2,92.5
permutation,625,5,mix,prefix,4,103.9
permutation,625,5,mix,prefix,8,117.1
permutation,625,5,mix,prefix,16,160.4
permutation,625,5,mix,prefix,32,244.2
permutation,625,5,mix,prefix,64,445.6
permutation,625,5,mix,prefix,625,3854.5
permutation,625,10,miss,scan,0,54.8
permutation,625,10,miss,prefix,1,81.1
permutation,625,10,miss,prefix,2,84.9
permutation,625,10,miss,prefix,4,94.4
permutation,625,10,miss,prefix,8,96.6
permutation,625,10,miss,prefix,16,125.2
permutation,625,10,miss,prefix,32,205.7
permutation,625,10,miss,prefix,64,419.3
permutation,625,10,miss,prefix,625,3597.2
permutation,625,10,hit,scan,0,102.7
permutation,625,10,hit,prefix,1,131.9
permutation,625,10,hit,prefix,2,137.8
permutation,625,10,hit,prefix,4,151.2
permutation,625,10,hit,prefix,8,165.1
permutation,625,10,hit,prefix,16,205.7
permutation,625,10,hit,prefix,32,285.8
permutation,625,10,hit,prefix,64,505.8
permutation,625,10,hit,prefix,625,4061.2
permutation,625,10,mix,scan,0,80.5
permutation,625,10,mix,prefix,1,110.7
permutation,625,10,mix,prefix,2,115.6
permutation,625,10,mix,prefix,4,128.3
permutation,625,10,mix,prefix,8,135.6
permutation,625,10,mix,prefix,16,172.5
permutation,625,10,mix,prefix,32,255.0
permutation,625,10,mix,prefix,64,454.8
permutation,625,10,mix,prefix,625,3896.9
permutation,625,20,miss,scan,0,108.3
permutation,625,20,miss,prefix,1,137.6
permutation,625,20,miss,prefix,2,137.6
permutation,625,20,miss,prefix,4,142.8
permutation,625,20,miss,prefix,8,135.2
permutation,625,20,miss,prefix,16,147.0
permutation,625,20,miss,prefix,32,214.3
permutation,625,20,miss,prefix,64,425.2
permutation,625,20,miss,prefix,625,3589.3
permutation,625,20,hit,scan,0,130.6
permutation,625,20,hit,prefix,1,164.0
permutation,625,20,hit,prefix,2,166.8
permutation,625,20,hit,prefix,4,176.7
permutation,625,20,hit,prefix,8,185.2
permutation,625,20,hit,prefix,16,213.5
permutation,625,20,hit,prefix,32,295.5
permutation,625,20,hit,prefix,64,512.5
permutation,625,20,hit,prefix,625,4074.5
permutation,625,20,mix,scan,0,118.9
permutation,625,20,mix,prefix,1,150.1
permutation,625,20,mix,prefix,2,154.7
permutation,625,20,mix,prefix,4,164.2
permutation,625,20,mix,prefix,8,161.1
permutation,625,20,mix,prefix,16,185.9
permutation,625,20,mix,prefix,32,261.5
permutation,625,20,mix,prefix,64,461.8
permutation,625,20,mix,prefix,625,3938.1
permutation,625,50,miss,scan,0,260.8
permutation,625,50,miss,prefix,1,281.9
permutation,625,50,miss,prefix,2,264.0
permutation,625,50,miss,prefix,4,235.2
permutation,625,50,miss,prefix,8,200.8
permutation,625,50,miss,prefix,16,172.3
permutation,625,50,miss,prefix,32,233.7
permutation,625,50,miss,prefix,64,402.7
permutation,625,50,miss,prefix,625,3618.3
permutation,625,50,hit,scan,0,209.7
permutation,625,50,hit,prefix,1,238.4
permutation,625,50,hit,prefix,2,225.4
permutation,625,50,hit,prefix,4,232.5
permutation,625,50,hit,prefix,8,225.8
permutation,625,50,hit,prefix,16,234.9
permutation,625,50,hit,prefix,32,317.0
permutation,625,50,hit,prefix,64,518.5
permutation,625,50,hit,prefix,625,4087.1
permutation,625,50,mix,scan,0,232.9
permutation,625,50,mix,prefix,1,253.3
permutation,625,50,mix,prefix,2,236.3
permutation,625,50,mix,prefix,4,231.1
permutation,625,50,mix,prefix,8,211.0
permutation,625,50,mix,prefix,16,202.3
permutation,625,50,mix,prefix,32,274.3
permutation,625,50,mix,prefix,64,453.0
permutation,625,50,mix,prefix,625,3876.7
permutation,625,100,miss,scan,0,539.2
permutation,625,100,miss,prefix,1,574.7
permutation,625,100,miss,prefix,2,520.0
permutation,625,100,miss,prefix,4,452.8
permutation,625,100,miss,prefix,8,353.7
permutation,625,100,miss,prefix,16,231.8
permutation,625,100,miss,prefix,32,248.1
permutation,625,100,miss,prefix,64,392.3
permutation,625,100,miss,prefix,625,3591.3
permutation,625,100,hit,scan,0,323.4
permutation,625,100,hit,prefix,1,355.7
permutation,625,100,hit,prefix,2,330.1
permutation,625,100,hit,prefix,4,314.7
permutation,625,100,hit,prefix,8,290.0
permutation,625,100,hit,prefix,16,260.8
permutation,625,100,hit,prefix,32,329.4
permutation,625,100,hit,prefix,64,530.5
permutation,625,100,hit,prefix,625,4148.7
permutation,625,100,mix,scan,0,459.4
permutation,625,100,mix,prefix,1,484.4
permutation,625,100,mix,prefix,2,449.9
permutation,625,100,mix,prefix,4,395.6
permutation,625,100,mix,prefix,8,342.5
permutation,625,100,mix,prefix,16,251.4
permutation,625,100,mix,prefix,32,291.5
permutation,625,100,mix,prefix,64,460.0
permutation,625,100,mix,prefix,625,3864.5
permutation,625,158,miss,scan,0,949.4
permutation,625,158,miss,prefix,1,1012.3
permutation,625,158,miss,prefix,2,924.2
permutation,625,158,miss,prefix,4,763.3
permutation,625,158,miss,prefix,8,500.6
permutation,625,158,miss,prefix,16,297.9
permutation,625,158,miss,prefix,32,266.9
permutation,625,158,miss,prefix,64,392.5
permutation,625,158,miss,prefix,625,3617.2
permutation,625,158,hit,scan,0,488.2
permutation,625,158,hit,prefix,1,541.2
permutation,625,158,hit,prefix,2,479.2
permutation,625,158,hit,prefix,4,428.7
permutation,625,158,hit,prefix,8,350.5
permutation,625,158,hit,prefix,16,287.4
permutation,625,158,hit,prefix,32,334.8
permutation,625,158,hit,prefix,64,532.4
permutation,625,158,hit,prefix,625,4129.4
permutation,625,158,mix,scan,0,769.9
permutation,625,158,mix,prefix,1,852.2
permutation,625,158,mix,prefix,2,774.4
permutation,625,158,mix,prefix,4,650.4
permutation,625,158,mix,prefix,8,463.0
permutation,625,158,mix,prefix,16,306.0
permutation,625,158,mix,prefix,32,302.1
permutation,625,158,mix,prefix,64,454.3
permutation,625,158,mix,prefix,625,3872.1
permutation,625,200,miss,scan,0,1280.9
permutation,625,200,miss,prefix,1,1383.7
permutation,625,200,miss,prefix,2,1253.7
permutation,625,200,miss,prefix,4,1061.3
permutation,625,200,miss,prefix,8,682.2
permutation,625,200,miss,prefix,16,352.4
permutation,625,200,miss,prefix,32,275.6
permutation,625,200,miss,prefix,64,387.8
permutation,625,200,miss,prefix,625,3620.6
permutation,625,200,hit,scan,0,679.4
permutation,625,200,hit,prefix,1,740.3
permutation,625,200,hit,prefix,2,672.5
permutation,625,200,hit,prefix,4,582.8
permutation,625,200,hit,prefix,8,444.6
permutation,625,200,hit,prefix,16,322.5
permutation,625,200,hit,prefix,32,348.8
permutation,625,200,hit,prefix,64,531.8
permutation,625,200,hit,prefix,625,4148.5
permutation,625,200,mix,scan,0,958.2
permutation,625,200,mix,prefix,1,1034.2
permutation,625,200,mix,prefix,2,922.8
permutation,625,200,mix,prefix,4,772.1
permutation,625,200,mix,prefix,8,544.1
permutation,625,200,mix,prefix,16,333.5
permutation,625,200,mix,prefix,32,320.0
permutation,625,200,mix,prefix,64,468.4
permutation,625,200,mix,prefix,625,3873.0
permutation,625,300,miss,scan,0,2146.8
permutation,625,300,miss,prefix,1,2225.6
permutation,625,300,miss,prefix,2,2019.5
permutation,625,300,miss,prefix,4,1713.5
permutation,625,300,miss,prefix,8,1183.8
permutation,625,300,miss,prefix,16,502.0
permutation,625,300,miss,prefix,32,299.5
permutation,625,300,miss,prefix,64,388.4
permutation,625,300,miss,prefix,625,3551.9
permutation,625,300,hit,scan,0,1030.5
permutation,625,300,hit,prefix,1,1084.4
permutation,625,300,hit,prefix,2,1000.9
permutation,625,300,hit,prefix,4,842.8
permutation,625,300,hit,prefix,8,628.2
permutation,625,300,hit,prefix,16,397.0
permutation,625,300,hit,prefix,32,362.2
permutation,625,300,hit,prefix,64,542.2
permutation,625,300,hit,prefix,625,4177.1
permutation,625,300,mix,scan,0,1702.0
permutation,625,300,mix,prefix,1,1758.1
permutation,625,300,mix,prefix,2,1612.8
permutation,625,300,mix,prefix,4,1377.0
permutation,625,300,mix,prefix,8,921.8
permutation,625,300,mix,prefix,16,445.2
permutation,625,300,mix,prefix,32,339.8
permutation,625,300,mix,prefix,64,471.4
permutation,625,300,mix,prefix,625,3912.1
permutation,625,389,miss,scan,0,2942.7
permutation,625,389,miss,prefix,1,2879.0
permutation,625,389,miss,prefix,2,2659.5
permutation,625,389,miss,prefix,4,2271.1
permutation,625,389,miss,prefix,8,1549.1
permutation,625,389,miss,prefix,16,630.9
permutation,625,389,miss,prefix,32,330.0
permutation,625,389,miss,prefix,64,399.2
permutation,625,389,miss,prefix,625,3578.7
permutation,625,389,hit,scan,0,1457.4
permutation,625,389,hit,prefix,1,1521.4
permutation,625,389,hit,prefix,2,1402.7
permutation,625,389,hit,prefix,4,1190.8
permutation,625,389,hit,prefix,8,888.6
permutation,625,389,hit,prefix,16,484.5
permutation,625,389,hit,prefix,32,377.2
permutation,625,389,hit,prefix,64,547.8
permutation,625,389,hit,prefix,625,4207.7
permutation,625,389,mix,scan,0,2199.5
permutation,625,389,mix,prefix,1,2268.6
permutation,625,389,mix,prefix,2,2094.6
permutation,625,389,mix,prefix,4,1723.9
permutation,625,389,mix,prefix,8,1202.8
permutation,625,389,mix,prefix,16,598.5
permutation,625,389,mix,prefix,32,365.2
permutation,625,389,mix,prefix,64,474.5
permutation,625,389,mix,prefix,625,3879.0
permutation,625,500,miss,scan,0,4053.4
permutation,625,500,miss,prefix,1,4108.2
permutation,625,500,miss,prefix,2,3778.2
permutation,625,500,miss,prefix,4,3244.8
permutation,625,500,miss,prefix,8,2238.9
permutation,625,500,miss,prefix,16,899.4
permutation,625,500,miss,prefix,32,367.5
permutation,625,500,miss,prefix,64,399.8
permutation,625,500,miss,prefix,625,3623.4
permutation,625,500,hit,scan,0,1918.1
permutation,625,500,hit,prefix,1,1986.5
permutation,625,500,hit,prefix,2,1812.6
permutation,625,500,hit,prefix,4,1598.8
permutation,625,500,hit,prefix,8,1140.7
permutation,625,500,hit,prefix,16,563.6
permutation,625,500,hit,prefix,32,395.1
permutation,625,500,hit,prefix,64,562.2
permutation,625,500,hit,prefix,625,4221.8
permutation,625,500,mix,scan,0,2986.5
permutation,625,500,mix,prefix,1,3046.9
permutation,625,500,mix,prefix,2,2818.2
permutation,625,500,mix,prefix,4,2424.3
permutation,625,500,mix,prefix,8,1658.9
permutation,625,500,mix,prefix,16,728.1
permutation,625,500,mix,prefix,32,402.6
permutation,625,500,mix,prefix,64,487.9
permutation,625,500,mix,prefix,625,3923.0
permutation,625,750,miss,scan,0,6210.9
permutation,625,750,miss,prefix,1,6192.5
permutation,625,750,miss,prefix,2,5615.3
permutation,625,750,miss,prefix,4,4675.7
permutation,625,750,miss,prefix,8,3319.7
permutation,625,750,miss,prefix,16,1242.1
permutation,625,750,miss,prefix,32,434.0
permutation,625,750,miss,prefix,64,400.8
permutation,625,750,miss,prefix,625,3595.8
permutation,625,750,hit,scan,0,3175.0
permutation,625,750,hit,prefix,1,3228.3
permutation,625,750,hit,prefix,2,3031.4
permutation,625,750,hit,prefix,4,2612.2
permutation,625,750,hit,prefix,8,1802.6
permutation,625,750,hit,prefix,16,824.9
permutation,625,750,hit,prefix,32,440.8
permutation,625,750,hit,prefix,64,571.1
permutation,625,750,hit,prefix,625,4246.2
permutation,625,750,mix,scan,0,4593.2
permutation,625,750,mix,prefix,1,4732.8
permutation,625,750,mix,prefix,2,4473.0
permutation,625,750,mix,prefix,4,3996.9
permutation,625,750,mix,prefix,8,2689.1
permutation,625,750,mix,prefix,16,1003.9
permutation,625,750,mix,prefix,32,440.9
permutation,625,750,mix,prefix,64,496.6
permutation,625,750,mix,prefix,625,3980.9
permutation,625,1000,miss,scan,0,8901.6
permutation,625,1000,miss,prefix,1,8857.1
permutation,625,1000,miss,prefix,2,8358.6
permutation,625,1000,miss,prefix,4,7072.5
permutation,625,1000,miss,prefix,8,5070.0
permutation,625,1000,miss,prefix,16,1771.4
permutation,625,1000,miss,prefix,32,567.6
permutation,625,1000,miss,prefix,64,409.8
permutation,625,1000,miss,prefix,625,3577.7
permutation,625,1000,hit,scan,0,4171.3
permutation,625,1000,hit,prefix,1,4245.1
permutation,625,1000,hit,prefix,2,3993.1
permutation,625,1000,hit,prefix,4,3652.6
permutation,625,1000,hit,prefix,8,2565.5
permutation,625,1000,hit,prefix,16,933.0
permutation,625,1000,hit,prefix,32,491.0
permutation,625,1000,hit,prefix,64,577.1
permutation,625,1000,hit,prefix,625,4231.7
permutation,625,1000,mix,scan,0,7023.5
permutation,625,1000,mix,prefix,1,6985.2
permutation,625,1000,mix,prefix,2,6438.3
permutation,625,1000,mix,prefix,4,5422.5
permutation,625,1000,mix,prefix,8,3790.4
permutation,625,1000,mix,prefix,16,1388.1
permutation,625,1000,mix,prefix,32,543.4
permutation,625,1000,mix,prefix,64,500.4
permutation,625,1000,mix,prefix,625,3899.8
permutation,625,1500,miss,scan,0,14931.8
permutation,625,1500,miss,prefix,1,15314.7
permutation,625,1500,miss,prefix,2,14013.3
permutation,625,1500,miss,prefix,4,12298.4
permutation,625,1500,miss,prefix,8,8559.3
permutation,625,1500,miss,prefix,16,2984.9
permutation,625,1500,miss,prefix,32,806.6
permutation,625,1500,miss,prefix,64,424.6
permutation,625,1500,miss,prefix,625,3595.4
permutation,625,1500,hit,scan,0,6883.3
permutation,625,1500,hit,prefix,1,6974.9
permutation,625,1500,hit,prefix,2,6462.8
permutation,625,1500,hit,prefix,4,5343.2
permutation,625,1500,hit,prefix,8,3737.2
permutation,625,1500,hit,prefix,16,1747.8
permutation,625,1500,hit,prefix,32,606.9
permutation,625,1500,hit,prefix,64,596.0
permutation,625,1500,hit,prefix,625,4343.4
permutation,625,1500,mix,scan,0,11064.1
permutation,625,1500,mix,prefix,1,11540.2
permutation,625,1500,mix,prefix,2,10614.4
permutation,625,1500,mix,prefix,4,9142.8
permutation,625,1500,mix,prefix,8,6553.0
permutation,625,1500,mix,prefix,16,2222.5
permutation,625,1500,mix,prefix,32,714.5
permutation,625,1500,mix,prefix,64,508.2
permutation,625,1500,mix,prefix,625,3972.2
permutation,625,2000,miss,scan,0,25792.8
permutation,625,2000,miss,prefix,1,25136.4
permutation,625,2000,miss,prefix,2,23479.7
permutation,625,2000,miss,prefix,4,19457.1
permutation,625,2000,miss,prefix,8,12919.0
permutation,625,2000,miss,prefix,16,4808.5
permutation,625,2000,miss,prefix,32,1125.1
permutation,625,2000,miss,prefix,64,437.5
permutation,625,2000,miss,prefix,625,3604.5
permutation,625,2000,hit,scan,0,11963.3
permutation,625,2000,hit,prefix,1,12014.9
permutation,625,2000,hit,prefix,2,11233.6
permutation,625,2000,hit,prefix,4,9663.9
permutation,625,2000,hit,prefix,8,6764.7
permutation,625,2000,hit,prefix,16,2687.2
permutation,625,2000,hit,prefix,32,787.5
permutation,625,2000,hit,prefix,64,608.0
permutation,625,2000,hit,prefix,625,4276.0
permutation,625,2000,mix,scan,0,16124.3
permutation,625,2000,mix,prefix,1,15073.2
permutation,625,2000,mix,prefix,2,13980.9
permutation,625,2000,mix,prefix,4,11933.9
permutation,625,2000,mix,prefix,8,7836.6
permutation,625,2000,mix,prefix,16,3014.0
permutation,625,2000,mix,prefix,32,881.0
permutation,625,2000,mix,prefix,64,537.3
permutation,625,2000,mix,prefix,625,4026.8
permutation,3600,1,miss,scan,0,7.3
permutation,3600,1,miss,prefix,1,33.3
permutation,3600,1,miss,prefix,2,38.9
permutation,3600,1,miss,prefix,4,49.5
permutation,3600,1,miss,prefix,8,84.1
permutation,3600,1,miss,prefix,16,154.7
permutation,3600,1,miss,prefix,32,247.3
permutation,3600,1,miss,prefix,64,365.0
permutation,3600,1,miss,prefix,3600,17821.1
permutation,3600,1,hit,scan,0,171.1
permutation,3600,1,hit,prefix,1,195.1
permutation,3600,1,hit,prefix,2,199.1
permutation,3600,1,hit,prefix,4,210.1
permutation,3600,1,hit,prefix,8,230.2
permutation,3600,1,hit,prefix,16,286.3
permutation,3600,1,hit,prefix,32,382.4
permutation,3600,1,hit,prefix,64,556.3
permutation,3600,1,hit,prefix,3600,20456.2
permutation,3600,1,mix,scan,0,99.1
permutation,3600,1,mix,prefix,1,125.7
permutation,3600,1,mix,prefix,2,130.3
permutation,3600,1,mix,prefix,4,143.1
permutation,3600,1,mix,prefix,8,161.0
permutation,3600,1,mix,prefix,16,204.9
permutation,3600,1,mix,prefix,32,293.4
permutation,3600,1,mix,prefix,64,465.3
permutation,3600,1,mix,prefix,3600,19189.3
permutation,3600,2,miss,scan,0,12.4
permutation,3600,2,miss,prefix,1,40.8
permutation,3600,2,miss,prefix,2,47.1
permutation,3600,2,miss,prefix,4,57.5
permutation,3600,2,miss,prefix,8,90.9
permutation,3600,2,miss,prefix,16,169.5
permutation,3600,2,miss,prefix,32,265.6
permutation,3600,2,miss,prefix,64,364.8
permutation,3600,2,miss,prefix,3600,17882.6
permutation,3600,2,hit,scan,0,177.8
permutation,3600,2,hit,prefix,1,203.0
permutation,3600,2,hit,prefix,2,207.4
permutation,3600,2,hit,prefix,4,217.8
permutation,3600,2,hit,prefix,8,237.4
permutation,3600,2,hit,prefix,16,284.6
permutation,3600,2,hit,prefix,32,377.6
permutation,3600,2,hit,prefix,64,557.2
permutation,3600,2,hit,prefix,3600,20398.3
permutation,3600,2,mix,scan,0,95.3
permutation,3600,2,mix,prefix,1,124.4
permutation,3600,2,mix,prefix,2,131.2
permutation,3600,2,mix,prefix,4,142.3
permutation,3600,2,mix,prefix,8,160.5
permutation,3600,2,mix,prefix,16,207.8
permutation,3600,2,mix,prefix,32,283.6
permutation,3600,2,mix,prefix,64,462.3
permutation,3600,2,mix,prefix,3600,19215.5
permutation,3600,5,miss,scan,0,27.2
permutation,3600,5,miss,prefix,1,56.8
permutation,3600,5,miss,prefix,2,62.1
permutation,3600,5,miss,prefix,4,71.1
permutation,3600,5,miss,prefix,8,88.1
permutation,3600,5,miss,prefix,16,130.1
permutation,3600,5,miss,prefix,32,256.1
permutation,3600,5,miss,prefix,64,375.7
permutation,3600,5,miss,prefix,3600,18060.7
permutation,3600,5,hit,scan,0,185.0
permutation,3600,5,hit,prefix,1,215.7
permutation,3600,5,hit,prefix,2,218.3
permutation,3600,5,hit,prefix,4,231.0
permutation,3600,5,hit,prefix,8,248.6
permutation,3600,5,hit,prefix,16,292.2
permutation,3600,5,hit,prefix,32,381.0
permutation,3600,5,hit,prefix,64,570.2
permutation,3600,5,hit,prefix,3600,20521.2
permutation,3600,5,mix,scan,0,102.4
permutation,3600,5,mix,prefix,1,132.7
permutation,3600,5,mix,prefix,2,136.8
permutation,3600,5,mix,prefix,4,150.3
permutation,3600,5,mix,prefix,8,169.7
permutation,3600,5,mix,prefix,16,210.6
permutation,3600,5,mix,prefix,32,290.5
permutation,3600,5,mix,prefix,64,460.9
permutation,3600,5,mix,prefix,3600,19015.0
permutation,3600,10,miss,scan,0,56.4
permutation,3600,10,miss,prefix,1,81.5
permutation,3600,10,miss,prefix,2,87.2
permutation,3600,10,miss,prefix,4,96.4
permutation,3600,10,miss,prefix,8,108.5
permutation,3600,10,miss,prefix,16,143.1
permutation,3600,10,miss,prefix,32,204.1
permutation,3600,10,miss,prefix,64,375.3
permutation,3600,10,miss,prefix,3600,17833.5
permutation,3600,10,hit,scan,0,194.3
permutation,3600,10,hit,prefix,1,224.6
permutation,3600,10,hit,prefix,2,228.9
permutation,3600,10,hit,prefix,4,241.8
permutation,3600,10,hit,prefix,8,256.5
permutation,3600,10,hit,prefix,16,299.6
permutation,3600,10,hit,prefix,32,381.7
permutation,3600,10,hit,prefix,64,576.6
permutation,3600,10,hit,prefix,3600,20628.8
permutation,3600,10,mix,scan,0,113.3
permutation,3600,10,mix,prefix,1,140.8
permutation,3600,10,mix,prefix,2,147.4
permutation,3600,10,mix,prefix,4,160.9
permutation,3600,10,mix,prefix,8,175.3
permutation,3600,10,mix,prefix,16,213.2
permutation,3600,10,mix,prefix,32,285.2
permutation,3600,10,mix,prefix,64,454.2
permutation,3600,10,mix,prefix,3600,18899.5
permutation,3600,20,miss,scan,0,109.0
permutation,3600,20,miss,prefix,1,138.1
permutation,3600,20,miss,prefix,2,139.5
permutation,3600,20,miss,prefix,4,150.2
permutation,3600,20,miss,prefix,8,147.6
permutation,3600,20,miss,prefix,16,165.3
permutation,3600,20,miss,prefix,32,217.5
permutation,3600,20,miss,prefix,64,386.6
permutation,3600,20,miss,prefix,3600,17929.7
permutation,3600,20,hit,scan,0,223.2
permutation,3600,20,hit,prefix,1,251.1
permutation,3600,20,hit,prefix,2,256.0
permutation,3600,20,hit,prefix,4,268.0
permutation,3600,20,hit,prefix,8,274.9
permutation,3600,20,hit,prefix,16,310.9
permutation,3600,20,hit,prefix,32,391.8
permutation,3600,20,hit,prefix,64,577.9
permutation,3600,20,hit,prefix,3600,20641.8
permutation,3600,20,mix,scan,0,172.3
permutation,3600,20,mix,prefix,1,204.9
permutation,3600,20,mix,prefix,2,211.2
permutation,3600,20,mix,prefix,4,223.3
permutation,3600,20,mix,prefix,8,222.1
permutation,3600,20,mix,prefix,16,248.2
permutation,3600,20,mix,prefix,32,315.8
permutation,3600,20,mix,prefix,64,487.2
permutation,3600,20,mix,prefix,3600,19399.1
permutation,3600,50,miss,scan,0,280.8
permutation,3600,50,miss,prefix,1,312.1
permutation,3600,50,miss,prefix,2,312.7
permutation,3600,50,miss,prefix,4,311.8
permutation,3600,50,miss,prefix,8,269.1
permutation,3600,50,miss,prefix,16,249.4
permutation,3600,50,miss,prefix,32,250.7
permutation,3600,50,miss,prefix,64,394.9
permutation,3600,50,miss,prefix,3600,17872.9
permutation,3600,50,hit,scan,0,297.8
permutation,3600,50,hit,prefix,1,331.5
permutation,3600,50,hit,prefix,2,338.4
permutation,3600,50,hit,prefix,4,346.8
permutation,3600,50,hit,prefix,8,332.8
permutation,3600,50,hit,prefix,16,355.4
permutation,3600,50,hit,prefix,32,413.3
permutation,3600,50,hit,prefix,64,592.6
permutation,3600,50,hit,prefix,3600,20496.8
permutation,3600,50,mix,scan,0,282.9
permutation,3600,50,mix,prefix,1,320.5
permutation,3600,50,mix,prefix,2,324.2
permutation,3600,50,mix,prefix,4,323.3
permutation,3600,50,mix,prefix,8,304.4
permutation,3600,50,mix,prefix,16,309.7
permutation,3600,50,mix,prefix,32,347.0
permutation,3600,50,mix,prefix,64,510.7
permutation,3600,50,mix,prefix,3600,19656.2
permutation,3600,100,miss,scan,0,569.2
permutation,3600,100,miss,prefix,1,653.0
permutation,3600,100,miss,prefix,2,635.6
permutation,3600,100,miss,prefix,4,606.6
permutation,3600,100,miss,prefix,8,522.4
permutation,3600,100,miss,prefix,16,436.2
permutation,3600,100,miss,prefix,32,350.8
permutation,3600,100,miss,prefix,64,422.7
permutation,3600,100,miss,prefix,3600,17922.3
permutation,3600,100,hit,scan,0,439.4
permutation,3600,100,hit,prefix,1,485.7
permutation,3600,100,hit,prefix,2,475.5
permutation,3600,100,hit,prefix,4,484.4
permutation,3600,100,hit,prefix,8,432.3
permutation,3600,100,hit,prefix,16,430.7
permutation,3600,100,hit,prefix,32,453.3
permutation,3600,100,hit,prefix,64,610.1
permutation,3600,100,hit,prefix,3600,20705.3
permutation,3600,100,mix,scan,0,507.1
permutation,3600,100,mix,prefix,1,574.1
permutation,3600,100,mix,prefix,2,553.3
permutation,3600,100,mix,prefix,4,547.3
permutation,3600,100,mix,prefix,8,477.7
permutation,3600,100,mix,prefix,16,435.5
permutation,3600,100,mix,prefix,32,399.3
permutation,3600,100,mix,prefix,64,515.6
permutation,3600,100,mix,prefix,3600,19445.0
permutation,3600,158,miss,scan,0,965.0
permutation,3600,158,miss,prefix,1,1114.1
permutation,3600,158,miss,prefix,2,1043.5
permutation,3600,158,miss,prefix,4,998.6
permutation,3600,158,miss,prefix,8,836.0
permutation,3600,158,miss,prefix,16,671.5
permutation,3600,158,miss,prefix,32,444.6
permutation,3600,158,miss,prefix,64,438.4
permutation,3600,158,miss,prefix,3600,17958.3
permutation,3600,158,hit,scan,0,635.7
permutation,3600,158,hit,prefix,1,709.1
permutation,3600,158,hit,prefix,2,694.8
permutation,3600,158,hit,prefix,4,679.9
permutation,3600,158,hit,prefix,8,601.0
permutation,3600,158,hit,prefix,16,540.9
permutation,3600,158,hit,prefix,32,503.0
permutation,3600,158,hit,prefix,64,660.8
permutation,3600,158,hit,prefix,3600,22488.2
permutation,3600,158,mix,scan,0,818.5
permutation,3600,158,mix,prefix,1,891.8
permutation,3600,158,mix,prefix,2,855.3
permutation,3600,158,mix,prefix,4,819.4
permutation,3600,158,mix,prefix,8,701.1
permutation,3600,158,mix,prefix,16,569.4
permutation,3600,158,mix,prefix,32,463.4
permutation,3600,158,mix,prefix,64,522.7
permutation,3600,158,mix,prefix,3600,18992.5
permutation,3600,200,miss,scan,0,1322.9
permutation,3600,200,miss,prefix,1,1447.7
permutation,3600,200,miss,prefix,2,1382.4
permutation,3600,200,miss,prefix,4,1288.8
permutation,3600,200,miss,prefix,8,1074.9
permutation,3600,200,miss,prefix,16,778.0
permutation,3600,200,miss,prefix,32,514.1
permutation,3600,200,miss,prefix,64,452.9
permutation,3600,200,miss,prefix,3600,18036.8
permutation,3600,200,hit,scan,0,758.0
permutation,3600,200,hit,prefix,1,833.0
permutation,3600,200,hit,prefix,2,803.9
permutation,3600,200,hit,prefix,4,850.4
permutation,3600,200,hit,prefix,8,703.0
permutation,3600,200,hit,prefix,16,615.3
