alphabet,dim,size,order,k,max_depth,n_atoms,n_leaves,mean_leaf_size,max_leaf_size,atom_collision_rate,mean_depth,max_depth_reached
generic_d3000,3000,158,strided,8,1,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,strided,8,2,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,strided,8,4,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,first_k,16,1,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,first_k,16,2,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,first_k,16,4,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,random,16,1,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,random,16,2,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,random,16,4,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,selectivity,16,1,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,selectivity,16,2,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,selectivity,16,4,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,strided,16,1,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,strided,16,2,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,strided,16,4,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,200,first_k,4,1,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,first_k,4,2,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,first_k,4,4,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,random,4,1,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,random,4,2,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,random,4,4,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,selectivity,4,1,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,selectivity,4,2,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,selectivity,4,4,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,strided,4,1,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,strided,4,2,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,strided,4,4,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,first_k,8,1,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,first_k,8,2,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,first_k,8,4,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,random,8,1,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,random,8,2,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,random,8,4,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,selectivity,8,1,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,selectivity,8,2,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,selectivity,8,4,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,strided,8,1,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,strided,8,2,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,strided,8,4,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,first_k,16,1,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,first_k,16,2,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,first_k,16,4,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,random,16,1,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,random,16,2,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,random,16,4,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,selectivity,16,1,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,selectivity,16,2,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,selectivity,16,4,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,strided,16,1,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,strided,16,2,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,200,strided,16,4,200,200,1.0,1,0.0,1.0,1
generic_d3000,3000,241,first_k,4,1,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,first_k,4,2,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,first_k,4,4,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,random,4,1,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,random,4,2,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,random,4,4,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,selectivity,4,1,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,selectivity,4,2,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,selectivity,4,4,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,strided,4,1,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,strided,4,2,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,strided,4,4,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,first_k,8,1,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,first_k,8,2,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,first_k,8,4,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,random,8,1,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,random,8,2,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,random,8,4,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,selectivity,8,1,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,selectivity,8,2,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,selectivity,8,4,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,strided,8,1,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,strided,8,2,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,strided,8,4,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,first_k,16,1,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,first_k,16,2,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,first_k,16,4,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,random,16,1,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,random,16,2,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,random,16,4,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,selectivity,16,1,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,selectivity,16,2,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,selectivity,16,4,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,strided,16,1,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,strided,16,2,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,241,strided,16,4,241,241,1.0,1,0.0,1.0,1
generic_d3000,3000,300,first_k,4,1,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,first_k,4,2,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,first_k,4,4,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,random,4,1,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,random,4,2,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,random,4,4,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,selectivity,4,1,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,selectivity,4,2,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,selectivity,4,4,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,strided,4,1,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,strided,4,2,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,strided,4,4,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,first_k,8,1,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,first_k,8,2,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,first_k,8,4,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,random,8,1,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,random,8,2,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,random,8,4,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,selectivity,8,1,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,selectivity,8,2,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,selectivity,8,4,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,strided,8,1,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,strided,8,2,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,strided,8,4,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,first_k,16,1,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,first_k,16,2,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,first_k,16,4,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,random,16,1,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,random,16,2,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,random,16,4,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,selectivity,16,1,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,selectivity,16,2,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,selectivity,16,4,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,strided,16,1,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,strided,16,2,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,300,strided,16,4,300,300,1.0,1,0.0,1.0,1
generic_d3000,3000,389,first_k,4,1,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,first_k,4,2,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,first_k,4,4,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,random,4,1,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,random,4,2,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,random,4,4,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,selectivity,4,1,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,selectivity,4,2,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,selectivity,4,4,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,strided,4,1,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,strided,4,2,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,strided,4,4,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,first_k,8,1,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,first_k,8,2,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,first_k,8,4,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,random,8,1,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,random,8,2,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,random,8,4,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,selectivity,8,1,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,selectivity,8,2,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,selectivity,8,4,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,strided,8,1,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,strided,8,2,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,strided,8,4,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,first_k,16,1,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,first_k,16,2,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,first_k,16,4,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,random,16,1,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,random,16,2,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,random,16,4,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,selectivity,16,1,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,selectivity,16,2,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,selectivity,16,4,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,strided,16,1,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,strided,16,2,389,389,1.0,1,0.0,1.0,1
generic_d3000,3000,389,strided,16,4,389,389,1.0,1,0.0,1.0,1
